,MSW__8,MSW__2,MSW__3,DDE_MW,MSW__6,Cougar__21,formula_H,MSW__9,Hopp_woods,Calculate_mw,DDE_IT,DDE_CF,DDE_WI,Ez__9,Ez__12,Z5__61,Length,MSW__17,MSW__22,Cougar__25,Cougar__24,Z3__6,MSW__11,DDE_ME,MSW__20,Ez__1,MSW__18,Boman_Index,QSO3_G2,QSO3_SC_L,DDE_PM,DDE_MP,Ez__14,DDE_NW,Aliphatic_Index,QSO3_SC_S,DDE_TM,DDE_EW,MSW__4,Cougar__23,DDE_AC,CTDD_polarizability.3.residue100,Z5__6,Ez__11,CTDD_normwaalsvolume.3.residue100,QSO3_SC2,QSO3_SC3,DDE_QC,OVPC_Aliphatic,MSW__19,MSW__5,DDE_CN,MSW__13,DDE_YL,DDE_PF,DDE_MH,DDE_MY,DDE_WD,DDE_HC,QSO3_G3,DDE_HI,DDE_YW,DDE_FA,DDE_MF,DDE_HR,DDE_HN,QSO3_SC1,DDE_CM,Cougar__6,MSW__10,DDE_WK,DDE_IH,QSO3_G1,DDE_WC,DDE_RQ,DDE_WL,DDE_FW,DDE_AH,DDE_CA,DDE_VW,DDE_WW,DDE_WS,DDE_CY,DDE_CW,DDE_WH,DDE_CK,DDE_MN,DDE_VY,DDE_TH,Ez__8,DDE_QW,DDE_CC,DDE_MC,DDE_HH,DDE_CQ,DDE_PW,DDE_AR,DDE_SM,DDE_YQ,DDE_WE,DDE_CR,DDE_WA,CTDD_hydrophobicity_PRAM900101.1.residue100,DDE_NA,DDE_WV,MSW__7,DDE_MK,DDE_CV,CTDD_hydrophobicity_PRAM900101.1.residue75,DDE_FI,DDE_WF,DDE_NM,Ez__10,DDE_LM,DDE_EL,DDE_DQ,DDE_TI,DDE_QG,DDE_HG,DDE_YG,DDE_CI,DDE_TQ,DDE_DH,DDE_YI,MSW__21,DDE_IM,DDE_DC,DDE_YE,MSW__14,Z5__31,DDE_AM,Ez__7,DDE_EQ,DDE_TP,DDE_YA,Ez__15,Z5__64,ABHPRK__56,DDE_NP,Cougar__22,DDE_ID,DDE_PY,DDE_DA,DDE_HA,DDE_PC,DDE_QI,MSW__12,DDE_MM,DDE_FQ,DDE_EH,y,MotifBitVec_FATP,MotifBitVec_AEEA,MotifBitVec_ALQP,MotifBitVec_AVI,MotifBitVec_LMK,MotifBitVec_SLADTN,MotifBitVec_VFGI,MotifBitVec_RLAE,MotifBitVec_LLD,MotifBitVec_IPRHL,MotifBitVec_ALAG
T000548positive,0.617313663,-1.385512015,0.434498178,-1,0.740185098,-0.236950121,-0.214285714,1.516014285,-0.37607519,0.826475077,-1,-1,-1,0.510548068,0.284136307,0.739400848,1,-1.637718063,-0.481350516,-0.482420516,-0.307473826,0.738115446,-0.768940214,-1,-0.896497545,0.000585855,-0.937795566,0.401686122,-0.434603502,-0.303839071,-1,-1,0.70083609,-1,-0.237467018,0,-1,-1,-0.945171066,-0.252702294,-1,-0.22,0.464054407,1.046917551,-0.22,-0.434603502,0.503768346,-1,0,-0.193735493,-1.160382574,-1,-0.545788823,-1,-1,-1,-1,-1,-1,0.503768346,-1,-1,-1,-1,-1,-1,1.311253293,-1,-0.04507479,0.804062635,-1,-1,1.311253293,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,902.6490555,-1,0.117357783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.275,-1,-1,0.731299396,-1,-1,0.151515152,-1,-1,-1,0.400166752,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.22036909,-1,-1,-1,-1.250441071,0.509326971,-1,0.407151033,-1,-1,-1,0.38008435,-0.551476188,-0.391304348,-1,-0.102815528,-1,-1,-1,-1,-1,-1,-0.915055275,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0
T000044positive,-0.113664418,0.824291891,0.058707289,0,-0.930844961,1.73330657,-0.357142857,-0.617741123,-0.509668829,-1.000580712,0,0,0,-1.080466898,-1.318686952,-0.992492497,0,-0.089067071,-0.654142795,1.294628217,1.706025446,-0.039722234,1.118860271,0,1.08936856,-0.988033372,0.202671919,-1.506052745,-1.221421215,-0.004986542,0,0,-1.197377908,0,1.170184697,0,0,0,1.370245967,1.507417961,0,0,0.202088515,-1.180459361,0,-1.221421215,-0.730662436,0,1.5,-0.113503919,1.343331292,0,1.003843057,0,0,0,0,0,0,-0.730662436,0,0,0,0,0,0,-0.624764772,0,1.502217451,-1.603291201,0,0,-0.624764772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.455074934,0,0,0,0,0,0,0,0,0,0,0,0,-1.75,0,0,-1.479197576,0,0,-1.212121212,0,0,0,-1.091868851,0,0,0,0,0,0,0,0,0,0,0,-0.271163861,0,0,0,1.714723992,1.333268685,0,-1.273392265,0,0,0,-1.138516976,0.407743594,1.47826087,0,1.503566869,0,0,0,0,0,0,0.648265589,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
T000985positive,-0.829028632,-0.612154423,-0.450381182,0,0.481156918,-0.555980572,-0.214285714,1.467938796,1.247461685,0.026172566,0,0,0,-0.048677267,1.14634335,0.349864277,0,-0.286759129,-0.687071088,-0.665578396,-0.266351457,0.068713683,-0.466664805,0,0.371291201,0.651231923,-0.399014395,0.358625162,0.339855819,0.957642726,0,0,-0.518142929,0,0.154353562,0.880292992,0,0,-0.604848482,0.29102141,0,-1.257142857,0.078761962,0.21013325,-1.257142857,0.339855819,0.186433955,0,0.136363636,-1.093377755,-0.472015045,0,-0.866190227,0,0,0,0,0,0,0.186433955,0,0,0,0,0,0,0.109898382,0,-0.490305298,0.682423085,0,0,0.109898382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606061647,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.166297748,0,0,0.303030303,0,0,0,0.596371797,0,638.9763749,0,0,0,0,0,0,0,0,0,0.598544527,0,0,0,-0.400582441,0.202772118,0,0.660684164,0,0,0,0.676012262,1.890269798,0.173913043,0,-0.302211948,0,0,0,0,0,0,-0.212598031,0,1916.929125,0,1,0,0,0,0,0,0,0,0,0,0,0
T000383positive,1.508964515,-0.858138005,-0.434889258,0,1.570111124,-0.123016815,-0.214285714,1.63581139,-0.645188552,0.393938985,0,0,0,0.869599961,-0.217391154,-0.360677072,0,0.344403511,0.023699989,-0.500844337,-0.427427773,-0.324680855,-0.936548277,0,-0.034033285,0.052126617,0.020891485,0.02875054,-0.155853072,0.574812296,0,0,0.93011985,0,-0.22823219,0,0,0,0.087668404,-0.321290933,0,0.314285714,-0.659951488,-0.291595358,0.314285714,-0.155853072,0.208647362,0,-0.318181818,0.192985427,-1.397885056,0,-0.677473709,638.9763749,0,0,0,0,0,0.208647362,0,0,0,0,0,0,-0.850583365,0,-0.081546625,0.792087757,0,0,-0.850583365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18927212,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,958.4645624,0,1.214940644,0,0,0.303030303,0,0,0,0.107696425,0,0,0,0,0,0,0,0,0,0,0,0.295971813,0,0,0,-1.174422688,0.254497232,0,-0.300389749,0,0,0,0.044399491,0.279188848,-0.260869565,0,-0.059420315,0,0,0,0,0,0,-0.810607113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000817positive,1.243560687,0.065630778,0.032490186,0,0.541362996,-0.852165694,-0.142857143,1.081479375,-0.296244729,-0.043620943,0,0,0,0.430368811,0.21774215,-0.026558186,0,-0.622873551,0.349532572,0.072269409,0.259954152,-0.207609541,-0.901219742,0,-1.136153369,1.153389098,0.204575077,0.575659317,0.308273258,-0.860745148,0,1916.929125,0.109671001,0,-0.874670185,0,0,0,-0.683111963,-0.34103113,0,0.628571429,-0.450252767,0.834943458,0.628571429,0.308273258,0.584688616,0,-0.772727273,-0.765988512,-0.551198878,0,-0.767715,0,0,0,0,0,0,0.584688616,0,0,0,0,0,0,-0.042152804,0,-0.504738451,1.192325994,0,0,-0.042152804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383155691,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,-0.66052503,0,0,1.212121212,0,0,0,0.353384324,0,0,1916.929125,0,0,0,0,0,0,0,0,1.173507952,2555.9055,0,0,-1.748570216,-0.423324002,0,0.345560491,0,0,0,-0.091214187,-0.686949367,-0.695652174,0,-0.548405403,0,0,0,0,0,1277.95275,-1.182378541,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000015positive,-1.078148057,2.056223305,2.09249905,0,-1.639659524,1.52806781,-0.214285714,-1.25111424,0.351150013,-1.097870272,0,0,0,-1.012741787,-1.297608725,-0.916782588,0,0.262000217,-0.945696951,1.127050355,1.305275247,0.735560886,1.519273601,0,0.507640125,-1.092358934,0.026254931,-1.343925638,-0.733951253,0.052812013,0,0,-1.166347073,0,1.565963061,1.326858977,0,0,2.105825912,1.146600855,0,-2.2,0.826438071,-1.297189902,-2.2,-0.733951253,-1.392304641,0,1.5,0.717330712,2.099584681,0,1.662690804,0,0,0,0,0,0,-1.392304641,0,0,0,0,0,0,-1.299209635,0,1.677041067,-1.291314117,0,0,-1.299209635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.988557817,0,0,0,0,0,0,0,0,0,0,0,0,-1.75,0,0,-1.364729394,0,0,-1.212121212,0,0,0,-0.908211653,0,0,0,0,0,0,0,0,0,0,0,-0.386773734,0,0,0,1.424884744,0.872518195,0,-1.110171866,0,0,0,-1.001148489,0.490530444,1.043478261,0,1.372372095,0,0,0,0,0,0,1.787257458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000950positive,0.255640281,-0.325565094,-0.685441344,0,-0.368284181,0.051198422,0.142857143,-0.874641019,0.688434449,0.064904723,0,0,0,0.413813618,0.003436065,0.311386277,0,0.160093185,0.198917511,-0.14398674,-0.416817249,0.018011565,-0.060875394,3833.85825,0.815618762,0.005807919,0.102496597,-0.22719412,-0.103673189,0.354271143,0,0,0.292797768,0,-0.22823219,0,1916.929125,0,0.693575318,0.214721947,0,0.628571429,-0.175555826,-0.336601066,0.628571429,-0.103673189,0.335581119,0,-0.318181818,-0.25572517,-0.01955701,0,-0.567378006,638.9763749,0,0,0,0,0,0.335581119,0,0,0,0,0,0,0.436582612,0,-0.108330961,-0.24912158,0,0,0.436582612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094276282,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0.015822572,0,0,-0.606060606,0,0,0,-0.299937927,1277.95275,638.9763749,0,0,0,0,0,0,0,0,0,-0.096845849,0,0,0,0.097700014,-0.089180442,0,-0.168855001,0,0,0,-0.532876634,-1.112658233,0.173913043,0,0.17287702,0,0,0,0,0,0,-0.247680875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000926positive,-0.431066577,-0.175446874,0.202335304,-1,-0.234809165,0.084166099,0,-0.018615732,-0.248184975,0.269855632,-1,-1,-1,0.073315322,0.078592291,-0.743954619,1,0.986233009,-1.041006482,0.124853292,-0.105998251,0.184742107,0.627304908,-1,1.08406835,-0.368606859,1.173859259,-0.048119326,-0.747682801,0.019379516,-1,-1,-0.020365987,-1,-0.237467018,0,-1,-1,0.198972241,-0.449986762,-1,-1.917142857,0.086106415,0.376990453,-1.917142857,-0.747682801,-0.982943276,-1,0,1.031038532,-0.793872449,-1,-0.081434631,601.4327036,-1,-1,-1,-1,-1,-0.982943276,-1,-1,-1,-1,-1,-1,-1.228453143,-1,0.21783976,0.385257034,-1,-1,-1.228453143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000111123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.4,-1,-1,-0.123515306,-1,902.6490555,-0.393939394,-1,-1,-1,0.043664416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.1795293,-1,-1,-1,0.008213901,0.472225356,-1,0.271964033,-1,-1,-1,-0.101140413,0.091805289,-0.391304348,-1,0.178240059,-1,-1,-1,-1,-1,-1,0.320418119,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0
T000596positive,0.394217352,0.627111913,-0.091028119,0,-0.788634054,0.110736881,-1,1.175662949,-0.244906345,-0.931057301,0,0,0,0.708098738,0.158770221,-0.29434062,0,0.297919601,-0.035930974,-0.257389354,-0.077988828,-0.014921563,0.882941066,0,-1.461691482,-0.523862736,-1.006064154,0.109597925,-0.293168555,-0.118090381,0,0,0.624916235,0,0.022427441,1.078638739,0,0,-0.081136367,-0.287621506,0,-2.2,0.202036407,0.476045148,-2.2,-0.293168555,0.067433558,0,0.136363636,-1.661052095,0.115356948,0,0.557417598,0,0,0,0,0,0,0.067433558,0,0,0,0,0,0,-0.89725254,0,0.419281704,0.354866055,0,0,-0.89725254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691193822,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,-0.814162983,0,0,-0.303030303,0,0,0,0.553741227,0,0,0,0,0,0,0,0,0,0,0,0.087934254,0,0,0,0.617280825,0.688273983,0,0.155383328,0,0,0,0.567888519,0.958215997,-0.260869565,0,-0.36826933,0,0,0,0,0,0,0.818544106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000964positive,0.055501784,0.148568138,-0.092875233,0,-0.001639004,-0.403796386,-0.642857143,0.08599228,0.981956262,-0.719948141,0,0,0,0.329438356,0.280935266,-0.116530671,0,0.081319753,0.971344754,-0.092496424,-1.316409656,0.463341849,0.50591718,0,-0.193039596,0.424180617,-0.148028213,0.384997838,0.110538963,-0.273239836,0,0,0.340832904,0,-0.096306069,0,0,0,0.110530534,-0.639783201,0,-0.314285714,0.484199071,0.518893222,-0.314285714,0.110538963,0.600555335,0,-0.318181818,-0.107514314,-0.039334587,0,-0.531122123,0,0,0,0,0,0,0.600555335,0,0,0,0,0,0,0.215280391,0,-0.657377268,-0.673410414,0,0,0.215280391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.034163185,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,-0.198516362,0,0,0.303030303,0,0,0,0.012619406,0,0,0,0,0,0,0,0,0,0,0,0.200533454,0,0,0,-0.880208197,-0.99649052,0,0.443126611,0,0,0,0.178651786,0.636036261,-0.695652174,0,0.23448422,0,0,0,0,0,0,0.393681531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000317positive,-0.311867946,0.342091551,0.308818451,-2.845424516,-0.252543188,-0.482872483,0.785714286,0.2548004,-0.29621767,1.248261239,-2.845424516,-2.845424516,-2.845424516,0.699485873,0.708304674,0.20482571,3,-0.619465322,0.228647757,-0.616375832,-0.678179496,-0.213311512,0.783518471,-2.845424516,-0.474587986,0.154405303,0.1719561,0.673476005,-0.295914864,-0.3173254,-2.845424516,-2.845424516,0.542211413,-2.845424516,-0.617414248,1.578535863,-2.845424516,-2.845424516,0.468986145,-0.258062484,-2.845424516,0.628571429,-0.168345908,0.765724019,0.628571429,-0.295914864,0.836969457,-2.845424516,-0.545454545,-0.501596318,0.15115326,-2.845424516,0.705469094,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,0.836969457,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,1.022205495,-2.845424516,-0.610921417,-0.069347149,-2.845424516,-2.845424516,1.022205495,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,0.531459871,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,0.3125,-2.845424516,-2.845424516,0.41934199,-2.845424516,-2.845424516,0.833333333,-2.845424516,-2.845424516,-2.845424516,0.383496825,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-0.211307903,-2.845424516,-2.845424516,-2.845424516,0.891572823,-0.346039573,-2.845424516,0.560973604,-2.845424516,405.8452381,-2.845424516,0.443338416,0.271217591,-0.586956522,-2.845424516,-0.492199494,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,-2.845424516,0.698197704,-2.845424516,-2.845424516,-2.845424516,1,0,0,0,0,0,0,0,0,0,0,0
T000245positive,-0.934302504,0.080601965,0.405597298,1.064712667,-0.455841137,-0.057697481,-0.642857143,-1.25561782,1.101391645,-0.719624023,1.064712667,1.064712667,1.064712667,0.976378336,0.30954407,0.390932676,-1,0.059912078,1.160299363,-0.534080295,-0.815040992,-0.192526064,0.366828531,1.064712667,-0.223890058,0.284530177,0.330462256,0.022211414,-0.10092688,-0.173508996,1.064712667,1.064712667,0.376268301,1.064712667,-0.231530343,1.996131846,1.064712667,1.064712667,0.489678993,-0.580961402,1.064712667,0.628571429,-0.368122702,-0.347580885,0.628571429,-0.10092688,-0.698928996,1.064712667,-0.204545455,0.429460116,-0.080580762,1.064712667,0.082317233,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,-0.698928996,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,0.355287919,1.064712667,-0.10622241,-0.42651364,1.064712667,1.064712667,0.355287919,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,0.539043159,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,-0.34375,1.064712667,1.064712667,-0.673367293,1.064712667,1.064712667,-0.53030303,1.064712667,1.064712667,1.064712667,0.232821331,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,-0.515489446,1.064712667,1.064712667,1.064712667,0.228032741,-0.183408281,1.064712667,0.287865551,1.064712667,1.064712667,1.064712667,0.222906083,-1.192382954,0.391304348,1.064712667,-0.355606485,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,-0.52630459,1.064712667,1.064712667,1.064712667,1,0,0,0,0,0,0,0,0,0,0,0
T000397positive,-0.249091043,-0.778001749,-0.624268103,1.064712667,0.833829587,0.125560805,-0.928571429,1.195426488,0.053991794,-1.022566748,1.064712667,1.064712667,1.064712667,0.026787428,-0.777645916,0.386664618,-1,-0.039897528,0.810378657,0.019786145,-0.103040881,0.258834172,-0.524597318,1.064712667,-0.360137832,-0.11603181,-0.065567641,-0.107166018,0.493649159,0.332738348,1.064712667,1.064712667,0.229017272,1.064712667,0.213720317,0,1.064712667,1.064712667,0.172367151,-0.071419349,1.064712667,-0.432142857,0.293842661,-0.481021667,-0.432142857,0.493649159,0.862356208,1.064712667,-0.204545455,0.13912996,-0.880690377,1.064712667,0.316663485,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,0.862356208,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,-0.575084682,1.064712667,-0.330943814,0.021126206,1.064712667,1.064712667,-0.575084682,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,-0.367713376,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,-0.625,1.064712667,1.064712667,0.103215996,1.064712667,1.064712667,0.151515152,1.064712667,1.064712667,1.064712667,0.063218492,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,1.064712667,0.283929117,1.064712667,1.064712667,1.064712667,-1.503969335,-1.007048873,1.064712667,-0.498635239,1.064712667,1.064712667,1.064712667,0.209417156,-0.392379829,-0.097826087,1.064712667,-0.424877717,1.064712667,1.064712667,1.064712667,1025.70643,1.064712667,1.064712667,-0.920238618,1.064712667,1.064712667,1.064712667,1,0,0,0,0,0,0,0,0,0,0,0
T000919positive,0.846859875,-1.106646461,-0.178520252,-1,0.419645101,0.25246694,0,-0.074728666,-0.295920202,0.572690318,-1,-1,-1,-0.032433007,0.096815341,0.244977598,1,0.041914978,0.205784864,0.625775741,0.17125835,-0.64326391,-0.178772159,-1,-1.11646302,-0.020583034,-0.535457854,-0.238391699,-0.361826296,0.450375407,-1,-1,0.137580357,-1,-0.118733509,0.952059586,-1,-1,-0.393265781,0.061292884,-1,0.062857143,-0.634501235,0.178042378,0.062857143,-0.361826296,0.161047203,-1,0,-0.30242224,-0.004975029,-1,0.148766985,-1,-1,-1,-1,-1,-1,0.161047203,-1,-1,-1,-1,-1,-1,0.246894994,-1,0.10967961,-0.596745984,-1,-1,0.246894994,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.438298569,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.275,-1,-1,0.361227507,-1,-1,0.424242424,-1,-1,-1,0.129909969,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08179248,-1,-1,-1,0.694926656,0.289343402,-1,-0.136098253,-1,-1,-1,0.195152824,0.602993388,0.391304348,-1,0.001896863,-1,-1,-1,-1,902.6490555,-1,-0.030202816,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0
T000783positive,-1.491292923,0.62688819,1.127806486,-1,-0.6337755,0.69763072,0.571428571,-1.311171304,0.114675186,0.313665645,-1,-1,-1,-0.569268938,-0.565741749,0.279586369,1,0.679326037,-0.1868544,0.24767435,0.388722444,0.083233961,0.838249771,-1,0.463822355,-0.454271858,0.345718759,-0.47924773,0.286302781,-0.226774331,-1,-1,-0.718084294,-1,0.463060686,0.920785153,-1,-1,0.685038741,0.397901697,-1,0.628571429,0.120640124,-0.701679856,0.628571429,0.286302781,0.118207061,-1,0.409090909,0.519227723,1.154598796,-1,0.441835371,-1,-1,-1,-1,-1,-1,0.118207061,-1,-1,-1,-1,-1,-1,-0.13850207,-1,0.11960103,-0.864100891,-1,-1,-0.13850207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.633603934,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.625,-1,-1,-0.528512899,-1,-1,0.151515152,-1,-1,-1,-0.46172855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.513846747,-1,-1,-1,0.626220001,-0.198298549,-1,-0.793796699,-1,-1,-1,-0.432139536,-0.573723494,0.782608696,-1,0.507448892,-1,-1,-1,-1,-1,-1,0.496499312,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0
T000393positive,-0.002802762,0.087012317,-0.622937387,0,0.618505447,-0.615923642,-0.142857143,0.041935514,0.997268863,-0.194930247,0,0,0,0.253441896,0.830936593,-0.501143995,0,-0.06024488,0.665239143,-0.465368288,-0.42993652,-0.508481965,-0.486563288,0,0.178703404,0.963948228,-0.082455766,0.449416342,0.124270512,0.35359116,0,0,0.235495922,0,-0.360158311,0.881774413,0,0,-0.537229803,-0.266904676,0,0.314285714,-0.387215721,0.333357,0.314285714,0.124270512,0.34510115,0,-0.318181818,-0.237119164,-0.407388686,0,0.393867709,0,0,0,0,0,0,0.34510115,0,0,0,0,0,0,0.180654874,0,-0.888438043,-0.925487897,0,0,0.180654874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705115054,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.385015912,0,0,0.909090909,0,0,0,0.538230727,0,0,0,0,0,0,0,0,0,0,0,0.521320745,0,0,0,-0.613070685,-1.62997473,0,0.746885237,0,0,0,0.441411092,-0.302433429,-0.260869565,0,-0.667191017,0,0,0,0,0,0,0.223736501,0,1916.929125,0,1,0,0,0,0,0,0,0,0,0,0,0
T000388positive,-1.401217827,-1.417845334,-0.097046136,0,0.082059463,0.388684178,0.357142857,0.010149373,0.920819971,0.351425446,0,0,0,0.481473757,-0.208320681,1.029721643,0,0.244175967,0.874660085,-0.223374925,-0.46737588,-0.569513347,-0.254204864,0,-0.311667206,0.34094583,0.251288957,-0.421746649,0.32887058,-0.239467347,0,0,0.053449887,0,0.022427441,0.902349698,0,0,0.419229764,0.011411348,0,0.314285714,-0.751439762,-0.749506227,0.314285714,0.32887058,-0.316541055,0,0.136363636,0.492975413,-1.635289508,0,0.687367713,0,0,0,0,0,0,-0.316541055,0,0,0,0,0,0,0.397440723,0,0.13045059,0.716230056,0,0,0.397440723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144114706,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,1916.929125,0.672767755,3833.85825,0,-0.606060606,0,0,0,0.324642868,0,0,0,0,0,0,0,0,0,0,0,-0.551457589,0,0,0,-0.878887369,0.440285225,0,-0.458070431,0,0,0,0.227124495,-2.123379591,1.043478261,0,0.336410493,0,0,0,0,0,0,-1.0023622,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T000941positive,0.884601373,-0.039359291,-0.707308791,0,-0.337853342,0.354818265,0.571428571,-0.042457668,1.153365783,-0.140640404,0,0,0,-0.619125506,-0.274511117,-0.570115492,0,-0.451890779,0.659163535,0.344289522,0.136494284,0.947066438,-0.476928233,0,-0.477794411,0.208904271,-1.085131722,-0.690661479,0.615859938,1.669698258,0,0,-0.40757474,0,1.31530343,0,0,0,0.365219495,0.226270634,0,-0.942857143,0.825471696,-0.732397458,-0.942857143,0.615859938,-0.687822293,0,1.045454545,-0.021620834,1.197462468,0,-0.180714991,0,0,0,0,0,0,-0.687822293,0,0,0,0,0,0,0.283025969,0,0.383613845,-1.361272614,0,0,0.283025969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.383331755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023103909,0,0,0,0,0,0,-0.35406508,0,0,0,0,0,0,0,0,0,0,0,1.335482202,0,0,0,-0.762737035,0.455468556,0,-0.24331724,0,0,0,-0.54568487,-0.793248995,0.608695652,0,0.400991612,0,0,0,0,0,0,0.865098907,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
